,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
BILL_AMT1,0.009437773405935879,0.013834197040180185,0.021153523125342244,0.018531124046265335,0.00775627771328391,0.03706711048911382,0.021494878174813326,0.021523386134476352,0.023949277749607867,0.022079933085524694,0.021667900510083937,0.0,0.02025671780257743,0.003528124991109216,0.012193982058457231,0.004026518348212216,0.00778405486466438,0.0019972087748086897,0.0008903456430806589,0.0013735121172877562,0.03528385760811714,0.0017808187120345043,0.0031467508157717594,0.01706783886131258
BILL_AMT2,0.000875181071508857,0.017569369152543923,0.02327286161578601,0.019096717029535748,0.0025189386535966474,0.03215083262802876,0.03025731173321844,0.023878760658043174,0.024967246390630082,0.027370183544734195,0.02360254197701417,0.02025671780257743,0.0,0.002934778398843374,0.002813271932804673,0.014962470933884142,0.005480499258477045,0.006635979269810299,0.005661176792689293,0.009690629667945538,0.07950346977534894,0.019970371595258718,0.015526626798358478,0.01798681947443148
BILL_AMT3,0.005414893974655111,0.013904689449528718,0.03423415976509736,0.01716840655105012,0.006439167867729578,0.028826434298081738,0.022582055749943764,0.02128569639287059,0.021265358246756016,0.023184881856289197,0.023714340075103757,0.003528124991109216,0.002934778398843374,0.0,0.002863485170009117,0.006338673652243498,0.004673403000553411,0.014761967915830065,0.029133898983348727,0.029421692289890444,0.061754666772213196,0.00045051814366547926,0.008631984837960904,0.013227668601411002
BILL_AMT4,0.012318504234749561,0.02130615795006585,0.02603424625405104,0.02960023411575674,0.004457337715930487,0.03725605285380662,0.03486959107898813,0.03104176192716568,0.033831197904094834,0.037983030507429016,0.03232368218778625,0.012193982058457231,0.002813271932804673,0.002863485170009117,0.0,0.00422986531486802,0.0050228750282517165,0.019048571898410138,0.02060871627588956,0.0076334839857643555,0.07381847971145838,0.019809089467447416,0.02111011206803126,0.019654609161364855
BILL_AMT5,0.002403583401905607,0.014891126559408496,0.025782697448072378,0.019354275955149047,0.011020172233940029,0.0339750828831904,0.02589717356661514,0.02126602466659233,0.025387856036185874,0.02489227415904882,0.022265703785441127,0.004026518348212216,0.014962470933884142,0.006338673652243498,0.00422986531486802,0.0,0.00041281592933406497,0.021110966790382824,0.02479781950386095,0.01624104001937976,0.013376456328205943,0.015595488553031056,0.03419487200383753,0.01679949380723811
BILL_AMT6,0.0028125054034305874,0.01328043917955768,0.01596164363863206,0.016052795062905134,0.010731395298268942,0.026651326340227932,0.019712624710445215,0.019506207336712267,0.02247331824665777,0.02316481521455238,0.019537998031124326,0.00778405486466438,0.005480499258477045,0.004673403000553411,0.0050228750282517165,0.00041281592933406497,0.0,0.026790058586148024,0.021535164193593692,0.025365125376115794,0.025188814386456482,0.020178332620642392,0.014035502152291879,0.010368826232644457
PAY_AMT1,0.015415008294021093,0.010731494375768369,0.01188110561667155,0.014243082633060844,5.83937191408479e-05,0.025704096930715847,0.019703652724871623,0.015246414719901069,0.020442477842250062,0.020308539796266345,0.018982561779802953,0.0019972087748086897,0.006635979269810299,0.014761967915830065,0.019048571898410138,0.021110966790382824,0.026790058586148024,0.0,0.07458536804931781,0.04098459125658582,0.007315844325778809,0.0038155112869626695,0.04555060091069352,0.008228162307439724
PAY_AMT2,0.011616951669533027,0.010286375289567107,0.01121367380953131,0.014464210607624262,0.0022655799009977384,0.023630297129084377,0.017851671999855934,0.013801135211635951,0.01944182377586301,0.019011896593707278,0.018389201303354308,0.0008903456430806589,0.005661176792689293,0.029133898983348727,0.02060871627588956,0.02479781950386095,0.021535164193593692,0.07458536804931781,0.0,0.05026432400959202,0.009075909186811226,0.03144600939296227,0.02120007151895087,0.008412550803251317
PAY_AMT3,0.014092917331688826,0.01217391074695895,0.012694014405849496,0.01453768956512791,0.00560132834437066,0.025555756811603603,0.018185091716832136,0.015281771994548055,0.0198488211792075,0.01990006145995238,0.02057302208351197,0.0013735121172877562,0.009690629667945538,0.029421692289890444,0.0076334839857643555,0.01624104001937976,0.025365125376115794,0.04098459125658582,0.05026432400959202,0.0,0.017546667644136926,0.01431353845921357,0.03215520879752398,0.009929927064915134
PAY_AMT4,0.012260909671061304,0.011509539534622526,0.013139627136373844,0.01453867685377419,0.00955502130041197,0.0264444153221719,0.019333394800278958,0.015134024248623645,0.02092404022060923,0.018788991499580465,0.020166814511084596,0.03528385760811714,0.07950346977534894,0.061754666772213196,0.07381847971145838,0.013376456328205943,0.025188814386456482,0.007315844325778809,0.009075909186811226,0.017546667644136926,0.0,0.010556478912576717,0.011639473895041053,0.00855970617598778
PAY_AMT5,0.022017143887095747,0.012727866065310733,0.012622213839044605,0.015462297723530805,0.00011156318657712383,0.02607326883779748,0.019592644457699038,0.01668873236222712,0.022330901859423657,0.021380599513999843,0.019684857217266982,0.0017808187120345043,0.019970371595258718,0.00045051814366547926,0.019809089467447416,0.015595488553031056,0.020178332620642392,0.0038155112869626695,0.03144600939296227,0.01431353845921357,0.010556478912576717,0.0,0.01367843707234151,0.011890052920028982
PAY_AMT6,0.047748944528635096,0.013916166680042474,0.012069245809339213,0.017761668298634237,0.001832743955251459,0.02740911974072413,0.022371602833868853,0.016468887862904014,0.023072602454984548,0.02034646402139373,0.021278279386914956,0.0031467508157717594,0.015526626798358478,0.008631984837960904,0.02111011206803126,0.03419487200383753,0.014035502152291879,0.04555060091069352,0.02120007151895087,0.03215520879752398,0.011639473895041053,0.01367843707234151,0.0,0.010671331473882106
default payment next month,0.03047388583890054,0.022458768080232394,0.015930420635191567,0.013133789792252326,0.027106602158378346,0.06465215272550717,0.02068237664220196,0.016587399523788737,0.02064642699436714,0.02214373661429425,0.022696309728541086,0.01706783886131258,0.01798681947443148,0.013227668601411002,0.019654609161364855,0.01679949380723811,0.010368826232644457,0.008228162307439724,0.008412550803251317,0.009929927064915134,0.00855970617598778,0.011890052920028982,0.010671331473882106,0.0
