,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
BILL_AMT3,0.9945851060253449,0.9860953105504713,0.9657658402349026,0.9828315934489499,0.9935608321322704,0.9711735657019183,0.9774179442500562,0.9787143036071294,0.978734641753244,0.9768151181437108,0.9762856599248962,0.9964718750088908,0.9970652216011566,1.0,0.9971365148299909,0.9936613263477565,0.9953265969994466,0.9852380320841699,0.9708661010166513,0.9705783077101096,0.9382453332277868,0.9995494818563345,0.9913680151620391,0.986772331398589
BILL_AMT4,0.9876814957652504,0.9786938420499341,0.973965753745949,0.9703997658842433,0.9955426622840695,0.9627439471461934,0.9651304089210119,0.9689582380728343,0.9661688020959052,0.962016969492571,0.9676763178122137,0.9878060179415428,0.9971867280671953,0.9971365148299909,1.0,0.995770134685132,0.9949771249717483,0.9809514281015899,0.9793912837241104,0.9923665160142356,0.9261815202885416,0.9801909105325526,0.9788898879319687,0.9803453908386351
BILL_AMT5,0.9975964165980944,0.9851088734405915,0.9742173025519276,0.980645724044851,0.98897982776606,0.9660249171168096,0.9741028264333849,0.9787339753334077,0.9746121439638141,0.9751077258409512,0.9777342962145589,0.9959734816517878,0.9850375290661159,0.9936613263477565,0.995770134685132,1.0,0.9995871840706659,0.9788890332096172,0.975202180496139,0.9837589599806202,0.9866235436717941,0.9844045114469689,0.9658051279961625,0.9832005061927619
BILL_AMT6,0.9971874945965694,0.9867195608204423,0.9840383563613679,0.9839472049370949,0.9892686047017311,0.9733486736597721,0.9802873752895548,0.9804937926632877,0.9775266817533422,0.9768351847854476,0.9804620019688757,0.9922159451353356,0.994519500741523,0.9953265969994466,0.9949771249717483,0.9995871840706659,1.0,0.973209941413852,0.9784648358064063,0.9746348746238842,0.9748111856135435,0.9798216673793576,0.9859644978477081,0.9896311737673555
PAY_AMT1,0.9845849917059789,0.9892685056242316,0.9881188943833284,0.9857569173669392,0.9999416062808592,0.9742959030692842,0.9802963472751284,0.9847535852800989,0.9795575221577499,0.9796914602037337,0.981017438220197,0.9980027912251913,0.9933640207301897,0.9852380320841699,0.9809514281015899,0.9788890332096172,0.973209941413852,1.0,0.9254146319506822,0.9590154087434142,0.9926841556742212,0.9961844887130373,0.9544493990893065,0.9917718376925603
PAY_AMT2,0.988383048330467,0.9897136247104329,0.9887863261904687,0.9855357893923757,0.9977344200990023,0.9763697028709156,0.9821483280001441,0.986198864788364,0.980558176224137,0.9809881034062927,0.9816107986966457,0.9991096543569193,0.9943388232073107,0.9708661010166513,0.9793912837241104,0.975202180496139,0.9784648358064063,0.9254146319506822,1.0,0.949735675990408,0.9909240908131888,0.9685539906070377,0.9787999284810491,0.9915874491967487
PAY_AMT3,0.9859070826683112,0.987826089253041,0.9873059855941505,0.9854623104348721,0.9943986716556293,0.9744442431883964,0.9818149082831679,0.984718228005452,0.9801511788207925,0.9800999385400476,0.979426977916488,0.9986264878827122,0.9903093703320545,0.9705783077101096,0.9923665160142356,0.9837589599806202,0.9746348746238842,0.9590154087434142,0.949735675990408,1.0,0.9824533323558631,0.9856864615407864,0.967844791202476,0.9900700729350849
PAY_AMT4,0.9877390903289387,0.9884904604653775,0.9868603728636262,0.9854613231462258,0.990444978699588,0.9735555846778281,0.980666605199721,0.9848659757513764,0.9790759597793908,0.9812110085004195,0.9798331854889154,0.9647161423918829,0.920496530224651,0.9382453332277868,0.9261815202885416,0.9866235436717941,0.9748111856135435,0.9926841556742212,0.9909240908131888,0.9824533323558631,1.0,0.9894435210874233,0.988360526104959,0.9914402938240122
PAY_AMT5,0.9779828561129043,0.9872721339346893,0.9873777861609554,0.9845377022764692,0.9998884368134229,0.9739267311622025,0.980407355542301,0.9833112676377729,0.9776690981405763,0.9786194004860002,0.980315142782733,0.9982191812879655,0.9800296284047413,0.9995494818563345,0.9801909105325526,0.9844045114469689,0.9798216673793576,0.9961844887130373,0.9685539906070377,0.9856864615407864,0.9894435210874233,1.0,0.9863215629276585,0.988109947079971
PAY_AMT6,0.9522510554713649,0.9860838333199575,0.9879307541906608,0.9822383317013658,0.9981672560447485,0.9725908802592759,0.9776283971661311,0.983531112137096,0.9769273975450155,0.9796535359786063,0.978721720613085,0.9968532491842282,0.9844733732016415,0.9913680151620391,0.9788898879319687,0.9658051279961625,0.9859644978477081,0.9544493990893065,0.9787999284810491,0.967844791202476,0.988360526104959,0.9863215629276585,1.0,0.9893286685261179
default payment next month,0.9695261141610995,0.9775412319197676,0.9840695793648084,0.9868662102077477,0.9728933978416217,0.9353478472744928,0.979317623357798,0.9834126004762113,0.9793535730056329,0.9778562633857057,0.9773036902714589,0.9829321611386874,0.9820131805255685,0.986772331398589,0.9803453908386351,0.9832005061927619,0.9896311737673555,0.9917718376925603,0.9915874491967487,0.9900700729350849,0.9914402938240122,0.988109947079971,0.9893286685261179,1.0
