column_1,column_2,metric,score,divergence,is_numeric_1,is_numeric_2,error
age,workclass,ContingencySimilarity,0.9231075896138374,0.07689241038616257,True,False,
age,fnlwgt,CorrelationSimilarity,0.9732598886287714,0.02674011137122856,True,True,
age,education,ContingencySimilarity,0.9358203364611565,0.06417966353884352,True,False,
age,education.num,CorrelationSimilarity,0.9930386596993045,0.006961340300695507,True,True,
age,marital.status,ContingencySimilarity,0.8564316497736244,0.1435683502263756,True,False,
age,occupation,ContingencySimilarity,0.9146611137174229,0.08533888628257713,True,False,
age,relationship,ContingencySimilarity,0.9015751048479353,0.09842489515206465,True,False,
age,race,ContingencySimilarity,0.946670107948839,0.05332989205116101,True,False,
age,sex,ContingencySimilarity,0.9591009287425458,0.04089907125745418,True,False,
age,capital.gain,CorrelationSimilarity,0.9767545285260988,0.023245471473901214,True,True,
age,capital.loss,CorrelationSimilarity,0.979420430147939,0.020579569852060997,True,True,
age,hours.per.week,CorrelationSimilarity,0.9784332937557148,0.02156670624428525,True,True,
age,native.country,ContingencySimilarity,0.9420344189932762,0.057965581006723776,True,False,
age,income,ContingencySimilarity,0.9207687746813557,0.07923122531864435,True,False,
workclass,fnlwgt,ContingencySimilarity,0.9788612648510636,0.021138735148936383,False,True,
workclass,education,ContingencySimilarity,0.9575919349600386,0.04240806503996142,False,False,
workclass,education.num,ContingencySimilarity,0.9665894445421859,0.03341055545781413,False,True,
workclass,marital.status,ContingencySimilarity,0.9566419382793231,0.04335806172067691,False,False,
workclass,occupation,ContingencySimilarity,0.8303173187037043,0.1696826812962957,False,False,
workclass,relationship,ContingencySimilarity,0.9589484166876654,0.041051583312334605,False,False,
workclass,race,ContingencySimilarity,0.9732688757612862,0.02673112423871382,False,False,
workclass,sex,ContingencySimilarity,0.9704642556883216,0.02953574431167838,False,False,
workclass,capital.gain,ContingencySimilarity,0.9866010111493785,0.013398988850621518,False,True,
workclass,capital.loss,ContingencySimilarity,0.9919394234747819,0.008060576525218077,False,True,
workclass,hours.per.week,ContingencySimilarity,0.9331199349080708,0.06688006509192923,False,True,
workclass,native.country,ContingencySimilarity,0.9757543254382646,0.02424567456173543,False,False,
workclass,income,ContingencySimilarity,0.9824190520643766,0.01758094793562337,False,False,
fnlwgt,education,ContingencySimilarity,0.9776975196716559,0.022302480328344143,True,False,
fnlwgt,education.num,CorrelationSimilarity,0.9946721196792313,0.0053278803207686964,True,True,
fnlwgt,marital.status,ContingencySimilarity,0.9780177614130521,0.021982238586947922,True,False,
fnlwgt,occupation,ContingencySimilarity,0.968949784463788,0.03105021553621201,True,False,
fnlwgt,relationship,ContingencySimilarity,0.9808797852293473,0.019120214770652733,True,False,
fnlwgt,race,ContingencySimilarity,0.973808418890261,0.02619158110973896,True,False,
fnlwgt,sex,ContingencySimilarity,0.9868263596027756,0.013173640397224351,True,False,
fnlwgt,capital.gain,CorrelationSimilarity,0.9996769519616623,0.00032304803833771434,True,True,
fnlwgt,capital.loss,CorrelationSimilarity,0.9976935704329254,0.0023064295670746082,True,True,
fnlwgt,hours.per.week,CorrelationSimilarity,0.9896315769781464,0.01036842302185359,True,True,
fnlwgt,native.country,ContingencySimilarity,0.9664688125579427,0.0335311874420573,True,False,
fnlwgt,income,ContingencySimilarity,0.9862765557008587,0.013723444299141296,True,False,
education,education.num,ContingencySimilarity,0.5712750295240538,0.42872497047594615,False,True,
education,marital.status,ContingencySimilarity,0.9526083190378509,0.047391680962149074,False,False,
education,occupation,ContingencySimilarity,0.8385237792771634,0.16147622072283663,False,False,
education,relationship,ContingencySimilarity,0.9404186829934275,0.05958131700657254,False,False,
education,race,ContingencySimilarity,0.9742453165663854,0.025754683433614645,False,False,
education,sex,ContingencySimilarity,0.9788319876970918,0.021168012302908212,False,False,
education,capital.gain,ContingencySimilarity,0.9825644079845985,0.017435592015401458,False,True,
education,capital.loss,ContingencySimilarity,0.9869547852476431,0.01304521475235687,False,True,
education,hours.per.week,ContingencySimilarity,0.9355717956430358,0.06442820435696417,False,True,
education,native.country,ContingencySimilarity,0.9563636336749847,0.04363636632501533,False,False,
education,income,ContingencySimilarity,0.9350077586910048,0.06499224130899517,False,False,
education.num,marital.status,ContingencySimilarity,0.9627772995578565,0.037222700442143486,True,False,
education.num,occupation,ContingencySimilarity,0.9043934298429949,0.09560657015700513,True,False,
education.num,relationship,ContingencySimilarity,0.9563584957438276,0.043641504256172414,True,False,
education.num,race,ContingencySimilarity,0.9659492666191759,0.034050733380824094,True,False,
education.num,sex,ContingencySimilarity,0.9684330225141503,0.03156697748584969,True,False,
education.num,capital.gain,CorrelationSimilarity,0.982689647264863,0.017310352735137036,True,True,
education.num,capital.loss,CorrelationSimilarity,0.9782062664225794,0.02179373357742065,True,True,
education.num,hours.per.week,CorrelationSimilarity,0.9748096230291119,0.025190376970888106,True,True,
education.num,native.country,ContingencySimilarity,0.9554948555389172,0.04450514446108278,True,False,
education.num,income,ContingencySimilarity,0.9557821005961501,0.0442178994038499,True,False,
marital.status,occupation,ContingencySimilarity,0.9268413604001358,0.07315863959986424,False,False,
marital.status,relationship,ContingencySimilarity,0.6564950870023387,0.3435049129976613,False,False,
marital.status,race,ContingencySimilarity,0.9711560581251963,0.028843941874803658,False,False,
marital.status,sex,ContingencySimilarity,0.8954557835718099,0.10454421642819012,False,False,
marital.status,capital.gain,ContingencySimilarity,0.9831285656516053,0.016871434348394665,False,True,
marital.status,capital.loss,ContingencySimilarity,0.9809281353494937,0.019071864650506254,False,True,
marital.status,hours.per.week,ContingencySimilarity,0.9334305307684329,0.06656946923156715,False,True,
marital.status,native.country,ContingencySimilarity,0.9709976084024443,0.029002391597555688,False,False,
marital.status,income,ContingencySimilarity,0.8969285175934646,0.10307148240653541,False,False,
occupation,relationship,ContingencySimilarity,0.9087575855498923,0.09124241445010772,False,False,
occupation,race,ContingencySimilarity,0.9694200258796309,0.030579974120369058,False,False,
occupation,sex,ContingencySimilarity,0.885668054896433,0.11433194510356703,False,False,
occupation,capital.gain,ContingencySimilarity,0.9803277858238082,0.019672214176191805,False,True,
occupation,capital.loss,ContingencySimilarity,0.9787234158933986,0.02127658410660138,False,True,
occupation,hours.per.week,ContingencySimilarity,0.880721238180146,0.11927876181985397,False,True,
occupation,native.country,ContingencySimilarity,0.9591930833095318,0.04080691669046821,False,False,
occupation,income,ContingencySimilarity,0.9284436593142419,0.07155634068575811,False,False,
relationship,race,ContingencySimilarity,0.9678203487439052,0.03217965125609479,False,False,
relationship,sex,ContingencySimilarity,0.843585807120812,0.156414192879188,False,False,
relationship,capital.gain,ContingencySimilarity,0.9846052417716882,0.015394758228311822,False,True,
relationship,capital.loss,ContingencySimilarity,0.9838367551464434,0.01616324485355658,False,True,
relationship,hours.per.week,ContingencySimilarity,0.9204053320679989,0.0795946679320011,False,True,
relationship,native.country,ContingencySimilarity,0.9722350500745713,0.02776494992542866,False,False,
relationship,income,ContingencySimilarity,0.8964982743303807,0.10350172566961935,False,False,
race,sex,ContingencySimilarity,0.9798132608735656,0.020186739126434428,False,False,
race,capital.gain,ContingencySimilarity,0.9801519041040836,0.019848095895916407,False,True,
race,capital.loss,ContingencySimilarity,0.9858633785174769,0.014136621482523148,False,True,
race,hours.per.week,ContingencySimilarity,0.9498564212305622,0.05014357876943776,False,True,
race,native.country,ContingencySimilarity,0.9542769281970952,0.0457230718029048,False,False,
race,income,ContingencySimilarity,0.9746130370166965,0.02538696298330345,False,False,
sex,capital.gain,ContingencySimilarity,0.9890969517122216,0.010903048287778438,False,True,
sex,capital.loss,ContingencySimilarity,0.9921479812295154,0.007852018770484581,False,True,
sex,hours.per.week,ContingencySimilarity,0.9443043999831573,0.055695600016842706,False,True,
sex,native.country,ContingencySimilarity,0.9867296706795117,0.013270329320488328,False,False,
sex,income,ContingencySimilarity,0.9523093495385946,0.047690650461405415,False,False,
capital.gain,capital.loss,CorrelationSimilarity,0.9843323874057627,0.015667612594237323,True,True,
capital.gain,hours.per.week,CorrelationSimilarity,0.9726285040933157,0.027371495906684307,True,True,
capital.gain,native.country,ContingencySimilarity,0.9809238575125392,0.019076142487460812,True,False,
capital.gain,income,ContingencySimilarity,0.9811582105486616,0.01884178945133841,True,False,
capital.loss,hours.per.week,CorrelationSimilarity,0.9784853853292637,0.021514614670736343,True,True,
capital.loss,native.country,ContingencySimilarity,0.9863279086060279,0.013672091393972075,True,False,
capital.loss,income,ContingencySimilarity,0.982356450032401,0.01764354996759898,True,False,
hours.per.week,native.country,ContingencySimilarity,0.9530523615316047,0.046947638468395336,True,False,
hours.per.week,income,ContingencySimilarity,0.939455569876124,0.060544430123876,True,False,
native.country,income,ContingencySimilarity,0.9776874286541485,0.022312571345851517,False,False,
