dataset,column,type,rmse,rmse_mean_std,mae,mae_mean_std,accuracy,accuracy_mean_std,f1,f1_mean_std,precision,precision_mean_std,recall,recall_mean_std
magic,Length,num,0.2944639491064839,0.294741±0.011703,0.18506515153276012,0.184508±0.005150,,,,,,,,
magic,Width,num,0.406710422588739,0.406573±0.050040,0.20654922386803862,0.206540±0.007804,,,,,,,,
magic,Size,num,0.32186155793952376,0.322534±0.006601,0.2517696418389117,0.251680±0.004592,,,,,,,,
magic,Conc,num,0.14182290879489454,0.141929±0.003054,0.10449088101108152,0.104415±0.002360,,,,,,,,
magic,Conc1,num,0.1983574932811894,0.197884±0.005206,0.13939727161071122,0.139484±0.003429,,,,,,,,
magic,Asym,num,0.9089499220718661,0.907622±0.050011,0.5400999805920143,0.538121±0.015948,,,,,,,,
magic,M3Long,num,0.7521564409338991,0.752416±0.022953,0.4888724987913357,0.487245±0.012777,,,,,,,,
magic,M3Trans,num,1.0025488646639753,0.999172±0.037618,0.706862803691971,0.705440±0.016216,,,,,,,,
magic,Alpha,num,0.7893016501279391,0.789513±0.013191,0.5943286462913937,0.594958±0.011736,,,,,,,,
magic,Dist,num,0.7621448946572169,0.762674±0.014023,0.604284127822228,0.605297±0.010894,,,,,,,,
magic,class,cat,,,,,0.8753943217665615,0.875301±0.007497,0.8582776089286484,0.857503±0.009004,0.879176733010769,0.879357±0.008110,0.8456084635655472,0.845516±0.009411
