column_1,column_2,metric,score,divergence,is_numeric_1,is_numeric_2,error
age,workclass,ContingencySimilarity,0.8878261368761006,0.11217386312389943,True,False,
age,fnlwgt,CorrelationSimilarity,0.9773033530024685,0.02269664699753149,True,True,
age,education,ContingencySimilarity,0.8747380569903096,0.1252619430096904,True,False,
age,education.num,CorrelationSimilarity,0.9896343284315579,0.010365671568442147,True,True,
age,marital.status,ContingencySimilarity,0.8632242399654978,0.1367757600345022,True,False,
age,occupation,ContingencySimilarity,0.8871176984066249,0.11288230159337509,True,False,
age,relationship,ContingencySimilarity,0.89986074848521,0.10013925151478997,True,False,
age,race,ContingencySimilarity,0.9031504428266676,0.09684955717333243,True,False,
age,sex,ContingencySimilarity,0.9049578063058954,0.0950421936941046,True,False,
age,capital.gain,CorrelationSimilarity,0.9884177319176406,0.011582268082359404,True,True,
age,capital.loss,CorrelationSimilarity,0.9975162751315413,0.0024837248684587143,True,True,
age,hours.per.week,CorrelationSimilarity,0.9594419858831832,0.04055801411681681,True,True,
age,native.country,ContingencySimilarity,0.8935101901282748,0.10648980987172518,True,False,
age,income,ContingencySimilarity,0.9015208321492891,0.09847916785071087,True,False,
workclass,fnlwgt,ContingencySimilarity,0.9256330600776329,0.07436693992236709,False,True,
workclass,education,ContingencySimilarity,0.894457466949692,0.10554253305030803,False,False,
workclass,education.num,ContingencySimilarity,0.9185090431473877,0.08149095685261232,False,True,
workclass,marital.status,ContingencySimilarity,0.9232032713215221,0.07679672867847787,False,False,
workclass,occupation,ContingencySimilarity,0.8532692191953923,0.14673078080460766,False,False,
workclass,relationship,ContingencySimilarity,0.9364110401058079,0.06358895989419211,False,False,
workclass,race,ContingencySimilarity,0.9282708822328009,0.07172911776719915,False,False,
workclass,sex,ContingencySimilarity,0.9203727956096809,0.07962720439031912,False,False,
workclass,capital.gain,ContingencySimilarity,0.9285212526372733,0.07147874736272675,False,True,
workclass,capital.loss,ContingencySimilarity,0.9273226547809494,0.07267734521905056,False,True,
workclass,hours.per.week,ContingencySimilarity,0.883011250311322,0.116988749688678,False,True,
workclass,native.country,ContingencySimilarity,0.9101552801247221,0.08984471987527787,False,False,
workclass,income,ContingencySimilarity,0.9368157747855704,0.06318422521442957,False,False,
fnlwgt,education,ContingencySimilarity,0.9038134019290147,0.09618659807098529,True,False,
fnlwgt,education.num,CorrelationSimilarity,0.9942592737646954,0.0057407262353046384,True,True,
fnlwgt,marital.status,ContingencySimilarity,0.9379392275694656,0.06206077243053443,True,False,
fnlwgt,occupation,ContingencySimilarity,0.92227828150251,0.07772171849748999,True,False,
fnlwgt,relationship,ContingencySimilarity,0.9490573559930131,0.05094264400698689,True,False,
fnlwgt,race,ContingencySimilarity,0.9472076705977424,0.05279232940225764,True,False,
fnlwgt,sex,ContingencySimilarity,0.935086608204253,0.06491339179574696,True,False,
fnlwgt,capital.gain,CorrelationSimilarity,0.9948762892084055,0.00512371079159446,True,True,
fnlwgt,capital.loss,CorrelationSimilarity,0.9948230847287407,0.005176915271259297,True,True,
fnlwgt,hours.per.week,CorrelationSimilarity,0.9956171535628102,0.00438284643718978,True,True,
fnlwgt,native.country,ContingencySimilarity,0.9313626455097375,0.06863735449026254,True,False,
