,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
BILL_AMT3,0.03305776886490164,0.018406478854665176,0.03721804224092262,0.018072071849042692,0.021175452478126355,0.04084443982667607,0.05731119267788232,0.06627451479360102,0.07133270305648898,0.05282721149170422,0.05527511964364906,0.01822578893850957,0.010193021157340665,0.0,0.009010004656417658,0.013927342698643486,0.013391574756256408,0.024992453442272633,0.06562151425857532,0.018435290208080768,0.024497267777791154,0.00599355332546625,0.05266961655437952,0.015765123833578643
BILL_AMT4,0.03351248934983664,0.01304734033015742,0.045191360666526514,0.015521152467960597,0.01923955905122865,0.03049403886839397,0.04612959340824885,0.04548744853156306,0.047316413090011,0.04660315874857268,0.06680339298033577,0.018138253534227156,0.01143986501560934,0.009010004656417658,0.0,0.007123912285143974,0.011628094715533721,0.02028512174870367,0.006929691288026674,0.056693350418374644,0.038843799900467046,0.002723877494911431,0.048754317013795734,0.016878760744430954
BILL_AMT5,0.028196235522075286,0.012758175826753315,0.043208835700248915,0.023960248994690292,0.018679259971381867,0.03232892715871993,0.039293890666495246,0.04501416703672512,0.04501643780061171,0.05157402133069211,0.0769428597193279,0.021717827093566844,0.013747297642065393,0.013927342698643486,0.007123912285143974,0.0,0.000563548075044662,0.019293746105323528,0.005702744789331304,0.03500252066886489,0.050501410959175264,0.014624841154251556,0.04703163447963843,0.017545797636112526
BILL_AMT6,0.03475794252217923,0.008639343346423023,0.03375040066950019,0.022966209762233625,0.01728737677172687,0.03551785714528133,0.03848306752458264,0.041519893354067694,0.03507075114067937,0.03347920481945943,0.058632147863357464,0.020164579853399367,0.013956791219530085,0.013391574756256408,0.011628094715533721,0.000563548075044662,0.0,0.0030579516268680607,0.010382343732840527,0.021625892756532372,0.04106018444742787,0.06999184786567025,0.02697812895138041,0.016701468385764917
PAY_AMT1,0.007559286842905633,0.00978211761345038,0.02571221737983198,0.007817388525023006,0.012373802053120664,0.021380957406134105,0.015855386698069962,0.010042181784003734,0.014894347588617185,0.015302628467201873,0.02935690448775874,0.011547482858030755,0.05593105517001107,0.024992453442272633,0.02028512174870367,0.019293746105323528,0.0030579516268680607,0.0,0.10341163560298439,0.07129058442402803,0.0606797329960882,0.03528407637454589,0.08535422932485659,0.019357089727791044
PAY_AMT2,0.008595400033644673,0.007485906362015293,0.02378596786639564,0.006914266235785949,0.005916822020491597,0.02093633196425604,0.013484709200484946,0.007301345090690581,0.012005368233921176,0.012376613447160123,0.027393718037841297,0.02009345476434221,0.022595098781354128,0.06562151425857532,0.006929691288026674,0.005702744789331304,0.010382343732840527,0.10341163560298439,0.0,0.07369219283474149,0.06001092242660466,0.040625760280976086,0.06456921377708635,0.016431074707749294
PAY_AMT3,0.006533320237981144,0.009226780090993758,0.025305121247622853,0.0073362210621223944,0.01729830171385971,0.0215291987963816,0.014670640322465234,0.0084501418184606,0.014375552087183108,0.014858496669647114,0.02965318981052467,0.01109764562152682,0.0034241277209915433,0.018435290208080768,0.056693350418374644,0.03500252066886489,0.021625892756532372,0.07129058442402803,0.07369219283474149,0.0,0.07746541429515064,0.04355591276150517,0.05628667150951994,0.01776514849111266
PAY_AMT4,0.034955730208150015,0.011708169669157442,0.029415783914404692,0.012187597035818842,0.011876579101317009,0.022751079566196708,0.0181516966783698,0.011894359966748591,0.017227791963127403,0.01893222239994785,0.03191246412547866,0.01997727864620824,0.01967492085249234,0.024497267777791154,0.038843799900467046,0.050501410959175264,0.04106018444742787,0.0606797329960882,0.06001092242660466,0.07746541429515064,0.0,0.03954764182031256,0.0673926728795401,0.022357176078524277
PAY_AMT5,0.027911886479104142,0.012264593209125096,0.03271264923222694,0.013522263192369932,0.005128724535318097,0.02334394639832227,0.01837499668795517,0.013892521116962597,0.019080463790195457,0.018192891297138303,0.02891297014793326,0.009483502455654103,0.005193071297838192,0.00599355332546625,0.002723877494911431,0.014624841154251556,0.06999184786567025,0.03528407637454589,0.040625760280976086,0.04355591276150517,0.03954764182031256,0.0,0.06505007505431326,0.02391366131169126
PAY_AMT6,0.07726711416754783,0.009154189693271753,0.027083524286270144,0.01102463271597387,0.014616746065449271,0.02478754751588863,0.01682329980472297,0.009857879675948644,0.013302603809667968,0.01478452406782027,0.028393681002175986,0.056196249481706984,0.05743569144585392,0.05266961655437952,0.048754317013795734,0.04703163447963843,0.02697812895138041,0.08535422932485659,0.06456921377708635,0.05628667150951994,0.0673926728795401,0.06505007505431326,0.0,0.01991450055640509
