column_1,column_2,metric,score,divergence,is_numeric_1,is_numeric_2,error
Length,Width,CorrelationSimilarity,0.9916983216443073,0.008301678355692732,True,True,
Length,Size,CorrelationSimilarity,0.9984678865302046,0.0015321134697954264,True,True,
Length,Conc,CorrelationSimilarity,0.9976562522292788,0.002343747770721216,True,True,
Length,Conc1,CorrelationSimilarity,0.9901857530059492,0.009814246994050757,True,True,
Length,Asym,CorrelationSimilarity,0.9782897092906194,0.021710290709380575,True,True,
Length,M3Long,CorrelationSimilarity,0.9681315312166269,0.03186846878337313,True,True,
Length,M3Trans,CorrelationSimilarity,0.9806902833205875,0.019309716679412503,True,True,
Length,Alpha,CorrelationSimilarity,0.9755349880327139,0.02446501196728612,True,True,
Length,Dist,CorrelationSimilarity,0.9862736642571748,0.013726335742825224,True,True,
Length,class,ContingencySimilarity,0.9674432858455762,0.03255671415442385,True,False,
Width,Size,CorrelationSimilarity,0.9864845799985975,0.01351542000140249,True,True,
Width,Conc,CorrelationSimilarity,0.9914689429561918,0.008531057043808188,True,True,
Width,Conc1,CorrelationSimilarity,0.9991928056332449,0.0008071943667551373,True,True,
Width,Asym,CorrelationSimilarity,0.9542820882854095,0.0457179117145905,True,True,
Width,M3Long,CorrelationSimilarity,0.9780996205251895,0.021900379474810494,True,True,
Width,M3Trans,CorrelationSimilarity,0.9653523751806429,0.034647624819357126,True,True,
Width,Alpha,CorrelationSimilarity,0.9959314851121588,0.0040685148878412125,True,True,
Width,Dist,CorrelationSimilarity,0.9964761481344075,0.0035238518655924533,True,True,
Width,class,ContingencySimilarity,0.951029474433497,0.048970525566503054,True,False,
Size,Conc,CorrelationSimilarity,0.9986853649800161,0.0013146350199838563,True,True,
Size,Conc1,CorrelationSimilarity,0.9797888773275163,0.020211122672483706,True,True,
Size,Asym,CorrelationSimilarity,0.9726824254567606,0.027317574543239354,True,True,
Size,M3Long,CorrelationSimilarity,0.9921567070784049,0.007843292921595135,True,True,
Size,M3Trans,CorrelationSimilarity,0.9985627057273826,0.0014372942726174065,True,True,
Size,Alpha,CorrelationSimilarity,0.9693954077077367,0.03060459229226331,True,True,
Size,Dist,CorrelationSimilarity,0.9949931811706312,0.00500681882936882,True,True,
Size,class,ContingencySimilarity,0.9406406104405776,0.05935938955942244,True,False,
Conc,Conc1,CorrelationSimilarity,0.9960699201180336,0.003930079881966364,True,True,
Conc,Asym,CorrelationSimilarity,0.9817434579046932,0.018256542095306805,True,True,
Conc,M3Long,CorrelationSimilarity,0.9886573668241493,0.011342633175850714,True,True,
Conc,M3Trans,CorrelationSimilarity,0.9935346717496653,0.006465328250334745,True,True,
Conc,Alpha,CorrelationSimilarity,0.9877926264123518,0.01220737358764823,True,True,
Conc,Dist,CorrelationSimilarity,0.9871212635025151,0.012878736497484944,True,True,
Conc,class,ContingencySimilarity,0.9445055638961658,0.0554944361038342,True,False,
Conc1,Asym,CorrelationSimilarity,0.9788214069242787,0.02117859307572134,True,True,
Conc1,M3Long,CorrelationSimilarity,0.9935178394444382,0.006482160555561833,True,True,
Conc1,M3Trans,CorrelationSimilarity,0.9927104245795579,0.007289575420442063,True,True,
Conc1,Alpha,CorrelationSimilarity,0.9902851200313264,0.009714879968673595,True,True,
Conc1,Dist,CorrelationSimilarity,0.9832843963039494,0.01671560369605063,True,True,
Conc1,class,ContingencySimilarity,0.9443037868212464,0.05569621317875362,True,False,
Asym,M3Long,CorrelationSimilarity,0.971325302912981,0.028674697087018974,True,True,
Asym,M3Trans,CorrelationSimilarity,0.9753950124396895,0.024604987560310487,True,True,
Asym,Alpha,CorrelationSimilarity,0.9834956039219127,0.01650439607808729,True,True,
Asym,Dist,CorrelationSimilarity,0.9912668404199325,0.008733159580067484,True,True,
Asym,class,ContingencySimilarity,0.9632746077012229,0.03672539229877714,True,False,
M3Long,M3Trans,CorrelationSimilarity,0.9958746970418796,0.004125302958120414,True,True,
M3Long,Alpha,CorrelationSimilarity,0.9863896769335015,0.013610323066498453,True,True,
M3Long,Dist,CorrelationSimilarity,0.9995174798075473,0.0004825201924526512,True,True,
M3Long,class,ContingencySimilarity,0.9679337149569275,0.03206628504307252,True,False,
M3Trans,Alpha,CorrelationSimilarity,0.9972560608702445,0.002743939129755457,True,True,
M3Trans,Dist,CorrelationSimilarity,0.9861905350156266,0.01380946498437341,True,True,
M3Trans,class,ContingencySimilarity,0.9573763503761133,0.04262364962388665,True,False,
Alpha,Dist,CorrelationSimilarity,0.9510091742496578,0.04899082575034219,True,True,
Alpha,class,ContingencySimilarity,0.8972023929355123,0.1027976070644877,True,False,
Dist,class,ContingencySimilarity,0.9600610629676475,0.03993893703235252,True,False,
