dataset,column,type,rmse,rmse_mean_std,mae,mae_mean_std,accuracy,accuracy_mean_std,f1,f1_mean_std,precision,precision_mean_std,recall,recall_mean_std
magic,Length,num,0.4970643474588408,0.497045±0.017807,0.29749932815419056,0.295566±0.008564,,,,,,,,
magic,Width,num,0.6284271782012126,0.629439±0.061741,0.32180498072681046,0.321051±0.012156,,,,,,,,
magic,Size,num,0.5576708280077405,0.557113±0.011097,0.4320833015465993,0.431353±0.007957,,,,,,,,
magic,Conc,num,0.46156379423274363,0.460863±0.009959,0.3506456295766361,0.350750±0.006901,,,,,,,,
magic,Conc1,num,0.22378491802273132,0.223155±0.006403,0.15289582690336856,0.153150±0.003720,,,,,,,,
magic,Asym,num,1.2413206255521685,1.236190±0.053633,0.7551438294129256,0.751156±0.022778,,,,,,,,
magic,M3Long,num,1.1671861085124153,1.169675±0.041193,0.6944488783639232,0.691932±0.021733,,,,,,,,
magic,M3Trans,num,1.3301728493852776,1.330474±0.058962,0.8443536274346419,0.841830±0.024174,,,,,,,,
magic,Alpha,num,1.203533401691827,1.202836±0.021238,0.8890180664621407,0.891088±0.017997,,,,,,,,
magic,Dist,num,1.17567946259501,1.176656±0.020337,0.9152868715116983,0.914738±0.016786,,,,,,,,
magic,class,cat,,,,,0.7039957939011566,0.703549±0.010695,0.6764464604108257,0.675103±0.011020,0.6767479700387772,0.677237±0.011527,0.6761561628232478,0.675792±0.010786
