,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
year,0.0,0.04721090163745301,0.0798797418886712,0.0717191361697802,0.044268552555996044,0.09666757323642483,0.09746321592250584,0.08495610785204799,0.04000378672408578,0.04522315815311373,0.017947724224307904,0.01874341787229039
month,0.04721090163745301,0.0,0.13025798940239608,0.10447738270682028,0.06478659761108185,0.24844574163434585,0.24598238346443257,0.22808109190256542,0.08345845223328874,0.0609075050789587,0.019782352675799864,0.022199418328501364
day,0.0798797418886712,0.13025798940239608,0.0,0.17071828009901946,0.08360280818932786,0.14317555736744936,0.13396621941949882,0.14277804179581743,0.07353452013324446,0.06764428623378771,0.0392543346314137,0.04500099611406583
hour,0.0717191361697802,0.10447738270682028,0.17071828009901946,0.0,0.06754128586075936,0.12595328218023982,0.1442752642384144,0.1121306754374477,0.11587884684479643,0.059013818153946684,0.03223016657394362,0.037483459518611095
pm2.5,0.044268552555996044,0.06478659761108185,0.08360280818932786,0.06754128586075936,0.0,0.05342702254093523,0.033798091263383734,0.022266461892428535,0.0737348832189555,0.06753369679165167,0.008121388075115976,0.018156950985920073
DEWP,0.09666757323642483,0.24844574163434585,0.14317555736744936,0.12595328218023982,0.05342702254093523,0.0,0.005672478683472981,0.013488489020980543,0.09524821420897567,0.043959440091745794,0.0010997475962126746,0.04647798880681475
TEMP,0.09746321592250584,0.24598238346443257,0.13396621941949882,0.1442752642384144,0.033798091263383734,0.005672478683472981,0.0,0.026473282908422657,0.10869409783591943,0.011495653690299257,0.02990342092493925,0.001205252075676455
PRES,0.08495610785204799,0.22808109190256542,0.14277804179581743,0.1121306754374477,0.022266461892428535,0.013488489020980543,0.026473282908422657,0.0,0.08091065656294305,0.025284754685315547,0.029426530835539144,0.025016024656731473
cbwd,0.04000378672408578,0.08345845223328874,0.07353452013324446,0.11587884684479643,0.0737348832189555,0.09524821420897567,0.10869409783591943,0.08091065656294305,0.0,0.07082989558148467,0.010087182181038656,0.015835104970751246
Iws,0.04522315815311373,0.0609075050789587,0.06764428623378771,0.059013818153946684,0.06753369679165167,0.043959440091745794,0.011495653690299257,0.025284754685315547,0.07082989558148467,0.0,0.015539820203841037,0.013295667244628606
Is,0.017947724224307904,0.019782352675799864,0.0392543346314137,0.03223016657394362,0.008121388075115976,0.0010997475962126746,0.02990342092493925,0.029426530835539144,0.010087182181038656,0.015539820203841037,0.0,0.002146039740742678
Ir,0.01874341787229039,0.022199418328501364,0.04500099611406583,0.037483459518611095,0.018156950985920073,0.04647798880681475,0.001205252075676455,0.025016024656731473,0.015835104970751246,0.013295667244628606,0.002146039740742678,0.0
